address,balance,lifetime,tx_in,tx_out,investment_in,investment_to_contract/tx_in,payment_from_contract/tx_out,#addresses_paying_contract,#addresses_paid_by_contract,mean_v1,sdev_v1,mean_v2,sdev_v2,paid_rate,paid_one,percentage_some_tx_in,sdev_tx_in,percentage_some_tx_out,sdev_tx_out,known_rate,owner_gets_eth_Wo_investing,skew_v1,N_maxpayment,skew_v2,target,normalized_address,index
0x40c71e8d49d01c0eccaeebcda81d24037c556b1f,0.0,0,3,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,1,40c71e8d49d01c0eccaeebcda81d24037c556b1f,35777346.0
0x4364eff50d20ca13ec7ec6e9b0f7529a1f39df3c,1.0,0,3,0,1,0.3333,0.0,1,0,-1.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,1,4364eff50d20ca13ec7ec6e9b0f7529a1f39df3c,6082036.0
0x4b50c19274036a76e6cdaa992d324b07aa941022,0.1,3,2,0,1,0.5,0.0,1,0,-1.0,0.0,-0.1,0.0,0.0,0.0,0.6667,0.0,0.0,0.0,0.0,0,0.0,0,0.0,1,4b50c19274036a76e6cdaa992d324b07aa941022,18801611.0
0x03042094e77fb177ee0e87de9b52e2d5af816308,0.0,176,202,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0114,100.0,0.0,0.0,0.0,0,0.0,0,0.0,1,03042094e77fb177ee0e87de9b52e2d5af816308,12796799.0
0x4c60e311d8fba04e313f7e7b3dec61b3028726d1,0.0,38,830,17,12,0.0145,0.9412,12,4,0.333333,3.543382,0.0,0.313148,1.3333,0.3333,1.0263,21.932237,0.1842,1.293626,1.0,0,3.376323,13,1.367625,1,4c60e311d8fba04e313f7e7b3dec61b3028726d1,340386.0
0x4d79a3d77d1fd3deb1e466374a81f609377730eb,0.0,0,5,11,4,0.8,1.0,4,5,1.4,1.356466,0.0,0.002756,2.75,1.0,1.0,0.0,1.0,0.0,0.8,0,1.748792,4,-2.088271,1,4d79a3d77d1fd3deb1e466374a81f609377730eb,42407110.0
0x4e21c31ff65df33ea0b7f7ec8794803f731eb239,0.0,0,5,5,3,0.6,1.0,2,3,0.5,1.658312,0.0,0.015132,1.6667,0.5,1.0,0.0,1.0,0.0,0.3333,0,0.854563,3,-0.24679,1,4e21c31ff65df33ea0b7f7ec8794803f731eb239,2619675.0
0x4e88419be4e8643d98b15f8b6cf9cf3f6ef1fbfd,0.0,0,239,649,238,0.9958,1.0,50,42,8.058824,35.163156,0.0,4.911873,2.7269,0.82,1.0,0.0,1.0,0.0,0.9762,0,5.924447,238,4.862149,1,4e88419be4e8643d98b15f8b6cf9cf3f6ef1fbfd,42316650.0
0x4f9048d95616dbf7acc16fc4179f5ac6ee37bce6,0.0111,11,2,0,1,0.5,0.0,1,0,-1.0,0.0,-0.0111,0.0,0.0,0.0,0.1818,0.0,0.0,0.0,0.0,0,0.0,0,0.0,1,4f9048d95616dbf7acc16fc4179f5ac6ee37bce6,43612843.0
0x53891ef3793d8534ad42312bcc77dfad51bb5f1c,0.0,215,258,26,27,0.1047,1.0,5,5,-0.166667,5.047001,0.0,0.311234,0.963,0.8,0.0279,81.230126,0.0186,4.555217,1.0,1,1.412079,10,-0.858422,1,53891ef3793d8534ad42312bcc77dfad51bb5f1c,607772.0
0x54715db7a8a57bc9bab660eb8e7b195774cb564d,0.8717,290,204,0,7,0.0343,0.0,6,0,-1.166667,0.372678,-0.145283,0.137499,0.0,0.0,0.0138,83.716784,0.0,0.0,0.0,0,-2.44949,0,-0.994427,1,54715db7a8a57bc9bab660eb8e7b195774cb564d,764090.0
0x565fc7ff1633d233bf9eb2e734e7524e995cf07d,0.001,181,250,0,1,0.004,0.0,1,0,-1.0,0.0,-0.001,0.0,0.0,0.0,0.011,122.0,0.0,0.0,0.0,0,0.0,0,0.0,1,565fc7ff1633d233bf9eb2e734e7524e995cf07d,2810483.0
0x58d94584f2c091449cdc4e3e40453101ec30dfe3,0.0,0,3,5,2,0.6667,1.0,2,3,1.0,0.816497,0.0,0.053541,2.5,1.0,1.0,0.0,1.0,0.0,1.0,1,0.0,2,-0.670284,1,58d94584f2c091449cdc4e3e40453101ec30dfe3,42574896.0
0x5a60ad57b09779adec3d760edfa59a427aa3e654,0.0,0,2,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,1,5a60ad57b09779adec3d760edfa59a427aa3e654,35956680.0
0x5aa4769f204f0b9e8d9c852377bf90fbe5bf2aeb,0.0,0,10,21,9,0.9,1.0,5,4,2.4,4.029888,0.0,0.355686,2.3333,0.8,1.0,0.0,1.0,0.0,0.75,0,1.695773,11,-1.514639,1,5aa4769f204f0b9e8d9c852377bf90fbe5bf2aeb,42378615.0
0x5ba0d60f45c3769afe2cdf7826946c8338494467,0.0,4,110,484,107,0.9727,1.0,60,33,5.984127,23.141039,0.0,1.741815,4.5234,0.5,0.75,46.204858,0.75,209.814733,0.9091,0,4.063812,107,0.365814,1,5ba0d60f45c3769afe2cdf7826946c8338494467,42316533.0
0x5bd7b9cd17cee4d2fae01d9695e83098cf409488,0.0,1,110,570,105,0.9545,1.0,63,50,6.940299,25.03483,-0.0,0.779469,5.4286,0.7302,2.0,54.0,1.0,0.0,0.92,0,3.642321,105,-0.633242,1,5bd7b9cd17cee4d2fae01d9695e83098cf409488,42315988.0
0x5c6b9ae7de0cbb422d4479876694ad3626b34e6e,0.0005,0,5,0,1,0.2,0.0,1,0,-1.0,0.0,-0.0005,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,1,5c6b9ae7de0cbb422d4479876694ad3626b34e6e,15937480.0
0x5e73b359215d5341cf1c4513f022e3c6faa8788f,0.03,0,5,2,4,0.8,1.0,3,1,-0.666667,0.471405,-0.01,0.0,0.5,0.3333,1.0,0.0,1.0,0.0,1.0,0,1.732051,2,0.0,1,5e73b359215d5341cf1c4513f022e3c6faa8788f,2294956.0
0x6140d98c1bf9206488fc3428e2dc5496b0a23d84,0.0,170,186,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0118,92.0,0.0,0.0,0.0,0,0.0,0,0.0,1,6140d98c1bf9206488fc3428e2dc5496b0a23d84,12796915.0
0x61f6c7c9b344705736cc86627859ede5e2b8e562,0.0,0,9,6,7,0.7778,1.0,7,5,-0.125,0.780625,0.0,0.042509,0.8571,0.5714,1.0,0.0,1.0,0.0,1.0,1,0.276528,2,-0.084952,1,61f6c7c9b344705736cc86627859ede5e2b8e562,568374.0
0x62b01d0aeb16656aff7a7632c3a61c8b069a8928,0.0,0,4,8,3,0.75,1.0,2,2,2.5,1.5,0.0,0.0424,2.6667,1.0,1.0,0.0,1.0,0.0,1.0,0,0.0,5,0.0,1,62b01d0aeb16656aff7a7632c3a61c8b069a8928,42672741.0
0x640bd81d0a049a0419971086f9773bdee7294fc5,0.0,13,4,8,3,0.75,1.0,2,2,2.5,2.5,0.0,0.0156,2.6667,1.0,0.2308,0.471405,0.1538,1.0,1.0,0,0.0,7,0.0,1,640bd81d0a049a0419971086f9773bdee7294fc5,43234829.0
0x66342e803943929dc47bca1d625f42c7c725b049,0.0,650,9,8,7,0.7778,1.0,5,3,0.2,1.16619,0.0,0.602912,1.1429,0.6,0.0062,2.165064,0.0062,1.732051,1.0,0,0.541387,4,-0.544388,1,66342e803943929dc47bca1d625f42c7c725b049,468478.0
0x68d8618d9b573b7f98b028a052a82f46c49f7ffc,0.0,0,19,18,17,0.8947,1.0,17,14,0.055556,0.704921,0.0,0.046447,1.0588,0.7647,1.0,0.0,1.0,0.0,1.0,1,-0.085629,2,-0.058864,1,68d8618d9b573b7f98b028a052a82f46c49f7ffc,161459.0
0x6a0f05d623933e179e8feed87cc73dfc95717d45,0.01,0,2,0,1,0.5,0.0,1,0,-1.0,0.0,-0.01,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,1,6a0f05d623933e179e8feed87cc73dfc95717d45,43735234.0
0x6cb877964e66fc227ff19e29969f6fc6a21798c2,0.0,96,1858,1816,1222,0.6577,1.0,86,70,6.75,91.676959,0.0,0.489406,1.4861,0.7907,0.4896,66.601019,0.4167,68.408625,0.9714,0,5.986061,594,1.62634,1,6cb877964e66fc227ff19e29969f6fc6a21798c2,15434.0
0x6d8aeb55a5bfda9393de1301b995d3f733c5de85,0.0,0,3,5,2,0.6667,1.0,2,3,1.0,0.816497,0.0,0.004758,2.5,1.0,1.0,0.0,1.0,0.0,0.6667,0,0.0,2,-1.018683,1,6d8aeb55a5bfda9393de1301b995d3f733c5de85,42572516.0
0x6edea3515749cef9986d05f08104ffd976217bb7,0.0,0,53,128,52,0.9811,1.0,39,28,1.9,8.481745,0.0,0.767721,2.4615,0.6923,1.0,0.0,1.0,0.0,1.0,1,5.387309,52,4.805051,1,6edea3515749cef9986d05f08104ffd976217bb7,42317588.0
0x71ef56c2830323a1edd5db76128d588937fa89f8,0.3,166,221,0,1,0.0045,0.0,1,0,-1.0,0.0,-0.3,0.0,0.0,0.0,0.012,108.5,0.0,0.0,0.0,0,0.0,0,0.0,1,71ef56c2830323a1edd5db76128d588937fa89f8,2811111.0
0x4e2405f5d0284e9bbbc362412ea1e5b2e893c365,0.00232,71,220,0,1,0.0045,0.0,1,0,-1.0,0.0,-0.00232,0.0,0.0,0.0,0.0282,109.0,0.0,0.0,0.0,0,0.0,0,0.0,1,4e2405f5d0284e9bbbc362412ea1e5b2e893c365,3734960.0
0xb5abfbbe96aa33c0e6288c2a982ab9e0303fc479,0.0,126,222,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0159,108.0,0.0,0.0,0.0,0,0.0,0,0.0,1,b5abfbbe96aa33c0e6288c2a982ab9e0303fc479,2282567.0
0x4cb8122b08df89d65a0b3a33b71e876a03ac4f6b,0.0,127,222,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0157,108.0,0.0,0.0,0.0,0,0.0,0,0.0,1,4cb8122b08df89d65a0b3a33b71e876a03ac4f6b,2282539.0
0x80207cbd4142b3e7ad9be4df6baed4b8bbe42d26,0.0,135,222,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0148,108.0,0.0,0.0,0.0,0,0.0,0,0.0,1,80207cbd4142b3e7ad9be4df6baed4b8bbe42d26,3674879.0
0x60f074765c71f436e006f2ef5052156bf88e0d0e,0.0,135,222,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0148,108.0,0.0,0.0,0.0,0,0.0,0,0.0,1,60f074765c71f436e006f2ef5052156bf88e0d0e,2282242.0
